image_name,width,height,image_area,cls_id,xmin,xmax,ymin,ymax,object_area
37140000531320000070_2021-11-07_20-00-39,1920,1080,2073600,1,899.0,947.0,286.0,341.0,2640.0
37140000531320000070_2021-11-08_07-00-34,1920,1080,2073600,3,891.0,951.0,280.0,352.0,4320.0
37140000531320000070_2021-11-08_07-20-43,1920,1080,2073600,3,895.0,953.0,287.0,347.0,3480.0
37140000531320000070_2021-11-08_07-40-43,1920,1080,2073600,3,896.0,948.0,287.0,346.0,3068.0
37140000531320000070_2021-11-08_08-00-43,1920,1080,2073600,3,893.0,949.0,280.0,359.0,4424.0
37140000531320000070_2021-11-08_09-00-47,1920,1080,2073600,3,891.0,934.0,289.0,363.0,3182.0
37140000531320000070_2021-11-08_09-10-47,1920,1080,2073600,3,897.0,954.0,282.0,345.0,3591.0
37140000531320000070_2021-11-08_09-30-58,1920,1080,2073600,3,899.0,931.0,285.0,357.0,2304.0
37140000531320000070_2021-11-08_11-30-19,1920,1080,2073600,3,899.0,938.0,285.0,363.0,3042.0
37140000531320000070_2021-11-08_11-40-19,1920,1080,2073600,3,1358.0,1443.0,308.0,335.0,2295.0
37140000531320000072_2021-11-08_12-10-41,1920,1080,2073600,3,1593.0,1636.0,406.0,428.0,946.0
37140000531320000073_2021-11-08_11-50-43,1920,1080,2073600,3,1385.0,1429.0,419.0,436.0,748.0
37140000531320000073_2021-11-08_12-40-43,1920,1080,2073600,3,1389.0,1424.0,432.0,443.0,385.0
37140000531320000073_2021-11-08_12-50-43,1920,1080,2073600,3,1386.0,1405.0,432.0,448.0,304.0
37140000531320000093_2021-11-08_14-10-43,1920,1080,2073600,0,803.0,836.0,902.0,926.0,792.0
37140000531320000110_2021-11-07_17-20-45,1920,1080,2073600,0,184.0,213.0,983.0,999.0,464.0
37140000531320000117,1920,1080,2073600,2,873.0,926.0,440.0,484.0,2332.0
37140000531320000117,1920,1080,2073600,2,901.0,953.0,445.0,475.0,1560.0
37140000531320000117,1920,1080,2073600,2,908.0,940.0,491.0,520.0,928.0
37140000531320000117,1920,1080,2073600,2,934.0,969.0,488.0,514.0,910.0
37140000531320000117,1920,1080,2073600,2,926.0,951.0,475.0,499.0,600.0
37140000531320000117,1920,1080,2073600,2,870.0,913.0,484.0,518.0,1462.0
37140000531320000122_2021-11-07_00-20-47,1920,1080,2073600,0,1604.0,1661.0,634.0,659.0,1425.0
37140000531320000122_2021-11-07_00-20-47,1920,1080,2073600,0,1371.0,1392.0,543.0,552.0,189.0
37140000531320000125,1920,1080,2073600,4,7.0,49.0,637.0,693.0,2352.0
A (10024),1920,1080,2073600,0,1522.0,1554.0,449.0,463.0,448.0
A (10024),1920,1080,2073600,0,1085.0,1117.0,534.0,544.0,320.0
A (10024),1920,1080,2073600,0,1143.0,1151.0,465.0,472.0,56.0
A (10026),1920,1080,2073600,0,1527.0,1553.0,441.0,467.0,676.0
A (1006),960,576,552960,3,102.0,159.0,312.0,346.0,1938.0
A (1006),960,576,552960,3,9.0,58.0,409.0,441.0,1568.0
A (1006),960,576,552960,3,265.0,429.0,427.0,478.0,8364.0
A (1006),960,576,552960,3,251.0,301.0,369.0,399.0,1500.0
A (1006),960,576,552960,3,195.0,295.0,303.0,358.0,5500.0
A (1006),960,576,552960,3,270.0,323.0,271.0,300.0,1537.0
A (1006),960,576,552960,3,375.0,460.0,251.0,290.0,3315.0
A (1006),960,576,552960,3,469.0,592.0,271.0,315.0,5412.0
A (1006),960,576,552960,3,523.0,592.0,354.0,380.0,1794.0
A (1006),960,576,552960,3,829.0,870.0,439.0,457.0,738.0
A (1006),960,576,552960,3,680.0,710.0,187.0,201.0,420.0
A (1006),960,576,552960,3,379.0,416.0,189.0,211.0,814.0
A (1006),960,576,552960,0,471.0,498.0,408.0,423.0,405.0
A (1006),960,576,552960,3,483.0,527.0,326.0,343.0,748.0
A (1006),960,576,552960,3,340.0,401.0,293.0,306.0,793.0
A (1006),960,576,552960,3,606.0,631.0,135.0,149.0,350.0
A (1006),960,576,552960,3,588.0,639.0,202.0,224.0,1122.0
A (1006),960,576,552960,3,717.0,779.0,122.0,137.0,930.0
A (1006),960,576,552960,3,611.0,644.0,162.0,177.0,495.0
A (1006),960,576,552960,0,335.0,360.0,338.0,346.0,200.0
A (1048),960,576,552960,3,511.0,552.0,394.0,422.0,1148.0
A (1048),960,576,552960,1,612.0,662.0,429.0,458.0,1450.0
A (1048),960,576,552960,3,613.0,654.0,401.0,425.0,984.0
A (1048),960,576,552960,0,582.0,608.0,416.0,443.0,702.0
A (1048),960,576,552960,0,531.0,567.0,412.0,436.0,864.0
A (1074),1280,960,1228800,1,50.0,90.0,629.0,668.0,1560.0
A (1074),1280,960,1228800,4,83.0,121.0,600.0,661.0,2318.0
A (11044),1920,1080,2073600,3,1004.0,1077.0,800.0,827.0,1971.0
A (11084),1920,1080,2073600,3,826.0,883.0,824.0,845.0,1197.0
A (11113),1920,1080,2073600,3,1316.0,1388.0,841.0,869.0,2016.0
A (11118),1920,1080,2073600,3,1317.0,1392.0,844.0,868.0,1800.0
A (11119),1920,1080,2073600,3,1316.0,1394.0,844.0,870.0,2028.0
A (11124),1920,1080,2073600,3,1320.0,1394.0,847.0,868.0,1554.0
A (11125),1920,1080,2073600,3,1322.0,1393.0,846.0,868.0,1562.0
A (11127),1920,1080,2073600,3,1317.0,1395.0,844.0,873.0,2262.0
A (11128),1920,1080,2073600,3,1315.0,1393.0,846.0,875.0,2262.0
A (11130),1920,1080,2073600,3,1278.0,1338.0,773.0,813.0,2400.0
A (11131),1920,1080,2073600,3,1280.0,1338.0,776.0,817.0,2378.0
A (11132),1920,1080,2073600,3,1283.0,1334.0,778.0,812.0,1734.0
A (11135),1920,1080,2073600,3,1482.0,1566.0,904.0,952.0,4032.0
A (11135),1920,1080,2073600,3,1290.0,1332.0,798.0,815.0,714.0
A (11137),1920,1080,2073600,3,1482.0,1571.0,904.0,954.0,4450.0
A (11137),1920,1080,2073600,3,1291.0,1332.0,796.0,817.0,861.0
A (11138),1920,1080,2073600,3,1487.0,1567.0,908.0,950.0,3360.0
A (11138),1920,1080,2073600,3,1290.0,1328.0,796.0,820.0,912.0
A (11142),1920,1080,2073600,3,1479.0,1558.0,910.0,944.0,2686.0
A (11142),1920,1080,2073600,3,1293.0,1336.0,798.0,815.0,731.0
A (1148),1280,720,921600,2,225.0,279.0,450.0,544.0,5076.0
A (1148),1280,720,921600,2,246.0,320.0,458.0,570.0,8288.0
A (1148),1280,720,921600,2,298.0,383.0,448.0,557.0,9265.0
A (1148),1280,720,921600,2,258.0,370.0,416.0,461.0,5040.0
A (1151),1920,1080,2073600,3,693.0,761.0,735.0,762.0,1836.0
A (11794),2688,1520,4085760,4,697.0,792.0,1017.0,1164.0,13965.0
A (11828),2688,1520,4085760,4,702.0,787.0,1035.0,1156.0,10285.0
A (11833),2688,1520,4085760,4,702.0,789.0,1027.0,1164.0,11919.0
A (12061),1920,1080,2073600,1,817.0,865.0,447.0,473.0,1248.0
A (12066),1920,1080,2073600,1,817.0,865.0,446.0,471.0,1200.0
A (12067),1920,1080,2073600,1,815.0,865.0,447.0,470.0,1150.0
A (12068),1920,1080,2073600,1,815.0,864.0,447.0,472.0,1225.0
A (12069),1920,1080,2073600,1,816.0,863.0,447.0,473.0,1222.0
A (12073),1920,1080,2073600,1,812.0,865.0,448.0,471.0,1219.0
A (12075),1920,1080,2073600,1,809.0,862.0,443.0,477.0,1802.0
A (12076),1920,1080,2073600,1,810.0,864.0,446.0,472.0,1404.0
A (12078),1920,1080,2073600,1,812.0,864.0,448.0,471.0,1196.0
A (1208),960,576,552960,3,518.0,581.0,488.0,532.0,2772.0
A (1208),960,576,552960,4,529.0,605.0,206.0,242.0,2736.0
A (1208),960,576,552960,4,604.0,639.0,198.0,230.0,1120.0
A (1208),960,576,552960,4,653.0,690.0,181.0,220.0,1443.0
A (12095),1920,1080,2073600,1,833.0,850.0,451.0,469.0,306.0
A (12095),1920,1080,2073600,0,1572.0,1592.0,794.0,804.0,200.0
A (12095),1920,1080,2073600,0,1610.0,1632.0,788.0,801.0,286.0
A (12095),1920,1080,2073600,0,1604.0,1633.0,804.0,820.0,464.0
A (12095),1920,1080,2073600,7,890.0,910.0,419.0,474.0,1100.0
A (12101),1920,1080,2073600,0,1608.0,1633.0,788.0,803.0,375.0
A (12101),1920,1080,2073600,0,1542.0,1569.0,796.0,808.0,324.0
A (12101),1920,1080,2073600,1,834.0,850.0,449.0,470.0,336.0
A (12101),1920,1080,2073600,7,892.0,914.0,422.0,471.0,1078.0
A (12136),1920,1080,2073600,0,1571.0,1591.0,759.0,772.0,260.0
A (12136),1920,1080,2073600,0,1399.0,1423.0,752.0,770.0,432.0
A (12143),1920,1080,2073600,0,1348.0,1366.0,732.0,742.0,180.0
A (12144),1920,1080,2073600,0,1348.0,1366.0,732.0,740.0,144.0
A (12147),1920,1080,2073600,0,1347.0,1368.0,734.0,743.0,189.0
A (12218),1920,1080,2073600,4,705.0,741.0,494.0,525.0,1116.0
A (12221),1920,1080,2073600,0,702.0,720.0,499.0,511.0,216.0
A (12221),1920,1080,2073600,0,759.0,781.0,500.0,512.0,264.0
A (12221),1920,1080,2073600,1,779.0,804.0,502.0,522.0,500.0
A (12221),1920,1080,2073600,2,630.0,657.0,453.0,485.0,864.0
A (12221),1920,1080,2073600,2,591.0,634.0,449.0,487.0,1634.0
A (12223),1920,1080,2073600,2,592.0,634.0,446.0,492.0,1932.0
A (12223),1920,1080,2073600,2,633.0,661.0,456.0,483.0,756.0
A (12223),1920,1080,2073600,1,780.0,803.0,505.0,521.0,368.0
A (12223),1920,1080,2073600,0,757.0,775.0,500.0,513.0,234.0
A (12223),1920,1080,2073600,0,702.0,720.0,497.0,509.0,216.0
A (12223),1920,1080,2073600,0,659.0,681.0,479.0,487.0,176.0
A (12223),1920,1080,2073600,0,637.0,649.0,548.0,553.0,60.0
A (12224),1920,1080,2073600,1,779.0,803.0,504.0,521.0,408.0
A (12224),1920,1080,2073600,0,757.0,778.0,498.0,513.0,315.0
A (12224),1920,1080,2073600,0,704.0,722.0,498.0,510.0,216.0
A (12224),1920,1080,2073600,2,627.0,662.0,457.0,485.0,980.0
A (12224),1920,1080,2073600,2,590.0,633.0,449.0,490.0,1763.0
A (12228),1920,1080,2073600,2,593.0,675.0,450.0,491.0,3362.0
A (12228),1920,1080,2073600,1,778.0,799.0,506.0,526.0,420.0
A (12228),1920,1080,2073600,0,760.0,777.0,496.0,515.0,323.0
A (12231),1920,1080,2073600,2,593.0,664.0,450.0,491.0,2911.0
A (12231),1920,1080,2073600,1,777.0,801.0,504.0,526.0,528.0
A (12231),1920,1080,2073600,0,755.0,777.0,496.0,514.0,396.0
A (12234),1920,1080,2073600,2,591.0,662.0,446.0,491.0,3195.0
A (12234),1920,1080,2073600,1,780.0,803.0,502.0,526.0,552.0
A (12234),1920,1080,2073600,3,734.0,767.0,502.0,524.0,726.0
A (12236),1920,1080,2073600,2,593.0,667.0,452.0,489.0,2738.0
A (12236),1920,1080,2073600,1,777.0,801.0,502.0,520.0,432.0
A (12236),1920,1080,2073600,3,730.0,769.0,509.0,524.0,585.0
A (12237),1920,1080,2073600,2,590.0,666.0,446.0,493.0,3572.0
A (12237),1920,1080,2073600,3,706.0,732.0,508.0,526.0,468.0
A (12237),1920,1080,2073600,0,667.0,699.0,469.0,483.0,448.0
A (12237),1920,1080,2073600,1,778.0,801.0,504.0,522.0,414.0
A (12238),1920,1080,2073600,2,595.0,662.0,454.0,493.0,2613.0
A (12238),1920,1080,2073600,1,780.0,799.0,506.0,526.0,380.0
A (12238),1920,1080,2073600,3,697.0,730.0,504.0,530.0,858.0
A (12238),1920,1080,2073600,0,664.0,701.0,467.0,483.0,592.0
A (12240),1920,1080,2073600,2,588.0,667.0,454.0,491.0,2923.0
A (12240),1920,1080,2073600,1,780.0,799.0,502.0,522.0,380.0
A (12240),1920,1080,2073600,3,701.0,730.0,504.0,528.0,696.0
A (12240),1920,1080,2073600,0,664.0,704.0,470.0,485.0,600.0
A (12241),1920,1080,2073600,2,591.0,662.0,450.0,491.0,2911.0
A (12241),1920,1080,2073600,1,782.0,799.0,502.0,520.0,306.0
A (12241),1920,1080,2073600,3,699.0,734.0,509.0,528.0,665.0
A (12241),1920,1080,2073600,0,664.0,704.0,470.0,483.0,520.0
A (12244),1920,1080,2073600,1,781.0,801.0,502.0,522.0,400.0
A (12244),1920,1080,2073600,2,593.0,666.0,450.0,496.0,3358.0
A (12244),1920,1080,2073600,3,684.0,712.0,511.0,522.0,308.0
A (12244),1920,1080,2073600,0,666.0,699.0,472.0,487.0,495.0
A (12247),1920,1080,2073600,2,595.0,666.0,450.0,498.0,3408.0
A (12247),1920,1080,2073600,1,780.0,795.0,502.0,526.0,360.0
A (12247),1920,1080,2073600,3,680.0,714.0,509.0,524.0,510.0
A (12247),1920,1080,2073600,0,662.0,701.0,469.0,487.0,702.0
A (12248),1920,1080,2073600,2,593.0,669.0,452.0,493.0,3116.0
A (12248),1920,1080,2073600,1,780.0,803.0,506.0,526.0,460.0
A (12248),1920,1080,2073600,3,682.0,712.0,508.0,528.0,600.0
A (12248),1920,1080,2073600,0,667.0,704.0,469.0,483.0,518.0
A (12249),1920,1080,2073600,3,668.0,717.0,507.0,525.0,882.0
A (12249),1920,1080,2073600,2,591.0,666.0,448.0,493.0,3375.0
A (12249),1920,1080,2073600,1,778.0,801.0,502.0,526.0,552.0
A (12249),1920,1080,2073600,0,669.0,701.0,467.0,483.0,512.0
A (1225),1280,720,921600,1,319.0,394.0,669.0,720.0,3825.0
A (12251),1920,1080,2073600,3,667.0,716.0,510.0,524.0,686.0
A (12251),1920,1080,2073600,2,590.0,671.0,446.0,498.0,4212.0
A (12251),1920,1080,2073600,1,780.0,803.0,509.0,524.0,345.0
A (12251),1920,1080,2073600,0,667.0,704.0,469.0,482.0,481.0
A (12261),1920,1080,2073600,1,782.0,805.0,501.0,522.0,483.0
A (12261),1920,1080,2073600,3,684.0,713.0,505.0,522.0,493.0
A (12261),1920,1080,2073600,2,591.0,669.0,445.0,487.0,3276.0
A (12261),1920,1080,2073600,7,962.0,997.0,437.0,469.0,1120.0
A (12261),1920,1080,2073600,0,669.0,706.0,467.0,483.0,592.0
A (12262),1920,1080,2073600,2,593.0,666.0,448.0,491.0,3139.0
A (12262),1920,1080,2073600,1,780.0,799.0,500.0,524.0,456.0
A (12262),1920,1080,2073600,3,686.0,716.0,504.0,524.0,600.0
A (12262),1920,1080,2073600,7,967.0,999.0,441.0,467.0,832.0
A (12262),1920,1080,2073600,0,666.0,708.0,467.0,485.0,756.0
A (12265),1920,1080,2073600,2,590.0,664.0,450.0,489.0,2886.0
A (12265),1920,1080,2073600,3,675.0,710.0,506.0,526.0,700.0
A (12265),1920,1080,2073600,7,966.0,997.0,443.0,463.0,620.0
A (12265),1920,1080,2073600,0,666.0,706.0,469.0,483.0,560.0
A (12267),1920,1080,2073600,2,595.0,660.0,448.0,491.0,2795.0
A (12267),1920,1080,2073600,3,673.0,708.0,506.0,524.0,630.0
A (12267),1920,1080,2073600,7,967.0,997.0,445.0,469.0,720.0
A (12267),1920,1080,2073600,0,666.0,701.0,470.0,483.0,455.0
A (12268),1920,1080,2073600,2,590.0,669.0,448.0,489.0,3239.0
A (12268),1920,1080,2073600,3,675.0,708.0,508.0,522.0,462.0
A (12268),1920,1080,2073600,7,962.0,1004.0,441.0,467.0,1092.0
A (12268),1920,1080,2073600,0,666.0,704.0,470.0,482.0,456.0
A (12269),1920,1080,2073600,2,590.0,669.0,450.0,489.0,3081.0
A (12269),1920,1080,2073600,3,673.0,706.0,508.0,522.0,462.0
A (12269),1920,1080,2073600,7,966.0,995.0,445.0,472.0,783.0
A (12269),1920,1080,2073600,0,669.0,704.0,465.0,483.0,630.0
A (12274),1920,1080,2073600,3,904.0,948.0,395.0,422.0,1188.0
A (12274),1920,1080,2073600,3,674.0,705.0,509.0,525.0,496.0
A (12274),1920,1080,2073600,2,591.0,666.0,445.0,491.0,3450.0
A (12274),1920,1080,2073600,0,669.0,699.0,470.0,483.0,390.0
A (12275),1920,1080,2073600,3,671.0,706.0,508.0,525.0,595.0
A (12275),1920,1080,2073600,2,590.0,664.0,448.0,493.0,3330.0
A (12275),1920,1080,2073600,0,667.0,708.0,467.0,483.0,656.0
A (12279),1920,1080,2073600,3,653.0,701.0,504.0,522.0,864.0
A (12279),1920,1080,2073600,2,593.0,660.0,448.0,491.0,2881.0
A (12279),1920,1080,2073600,0,666.0,703.0,469.0,482.0,481.0
A (12283),1920,1080,2073600,3,566.0,599.0,511.0,528.0,561.0
A (12283),1920,1080,2073600,2,593.0,664.0,445.0,493.0,3408.0
A (12283),1920,1080,2073600,0,671.0,708.0,469.0,480.0,407.0
A (12287),1920,1080,2073600,2,593.0,666.0,450.0,493.0,3139.0
A (12287),1920,1080,2073600,0,669.0,703.0,467.0,483.0,544.0
A (12291),1920,1080,2073600,2,591.0,666.0,446.0,489.0,3225.0
A (12291),1920,1080,2073600,0,664.0,693.0,463.0,478.0,435.0
A (12292),1920,1080,2073600,2,591.0,664.0,448.0,493.0,3285.0
A (12292),1920,1080,2073600,0,664.0,699.0,465.0,482.0,595.0
A (12301),1920,1080,2073600,2,591.0,671.0,450.0,493.0,3440.0
A (12301),1920,1080,2073600,3,278.0,308.0,528.0,556.0,840.0
A (12301),1920,1080,2073600,0,664.0,697.0,465.0,476.0,363.0
A (12303),1920,1080,2073600,2,595.0,666.0,450.0,491.0,2911.0
A (12303),1920,1080,2073600,3,278.0,308.0,524.0,556.0,960.0
A (12303),1920,1080,2073600,0,662.0,695.0,463.0,480.0,561.0
A (12309),1920,1080,2073600,2,591.0,660.0,446.0,489.0,2967.0
A (12309),1920,1080,2073600,1,741.0,773.0,502.0,517.0,480.0
A (12309),1920,1080,2073600,3,284.0,323.0,541.0,559.0,702.0
A (12309),1920,1080,2073600,0,666.0,697.0,463.0,480.0,527.0
A (12310),1920,1080,2073600,2,593.0,664.0,452.0,491.0,2769.0
A (12310),1920,1080,2073600,1,636.0,662.0,558.0,580.0,572.0
A (12310),1920,1080,2073600,3,288.0,310.0,533.0,559.0,572.0
A (12310),1920,1080,2073600,0,666.0,703.0,465.0,478.0,481.0
A (12314),1920,1080,2073600,0,658.0,706.0,465.0,480.0,720.0
A (12317),1920,1080,2073600,0,660.0,697.0,463.0,478.0,555.0
A (12512),1920,1080,2073600,7,619.0,690.0,459.0,495.0,2556.0
A (12516),1920,1080,2073600,7,621.0,686.0,458.0,489.0,2015.0
A (12522),1920,1080,2073600,7,621.0,686.0,458.0,496.0,2470.0
A (12533),1920,1080,2073600,1,967.0,999.0,461.0,506.0,1440.0
A (12533),1920,1080,2073600,7,628.0,701.0,459.0,493.0,2482.0
A (12536),1920,1080,2073600,1,966.0,997.0,458.0,504.0,1426.0
A (12536),1920,1080,2073600,7,628.0,699.0,465.0,491.0,1846.0
A (12537),1920,1080,2073600,1,969.0,1006.0,461.0,502.0,1517.0
A (12537),1920,1080,2073600,7,630.0,701.0,458.0,489.0,2201.0
A (12539),1920,1080,2073600,1,969.0,1007.0,463.0,502.0,1482.0
A (12539),1920,1080,2073600,7,630.0,703.0,463.0,495.0,2336.0
A (12540),1920,1080,2073600,1,968.0,1000.0,462.0,502.0,1280.0
A (12540),1920,1080,2073600,7,628.0,701.0,461.0,493.0,2336.0
A (12541),1920,1080,2073600,1,969.0,999.0,461.0,502.0,1230.0
A (12541),1920,1080,2073600,7,625.0,703.0,459.0,496.0,2886.0
A (12548),1920,1080,2073600,7,630.0,703.0,467.0,493.0,1898.0
A (12557),1920,1080,2073600,7,630.0,699.0,469.0,495.0,1794.0
A (12561),1920,1080,2073600,1,1647.0,1664.0,388.0,415.0,459.0
A (12561),1920,1080,2073600,7,630.0,699.0,459.0,495.0,2484.0
A (12576),1920,1080,2073600,7,628.0,701.0,458.0,493.0,2555.0
A (12703),1920,1080,2073600,4,1733.0,1772.0,454.0,500.0,1794.0
A (12703),1920,1080,2073600,4,1647.0,1705.0,477.0,507.0,1740.0
A (1271),1280,960,1228800,2,200.0,255.0,547.0,604.0,3135.0
A (12734),1920,1080,2073600,3,843.0,866.0,489.0,506.0,391.0
A (12738),1920,1080,2073600,3,843.0,867.0,485.0,508.0,552.0
A (12741),1920,1080,2073600,3,861.0,886.0,480.0,505.0,625.0
A (12763),1920,1080,2073600,1,841.0,917.0,460.0,519.0,4484.0
A (12764),1920,1080,2073600,1,871.0,910.0,463.0,516.0,2067.0
A (12766),1920,1080,2073600,1,836.0,917.0,483.0,519.0,2916.0
A (12772),1920,1080,2073600,1,835.0,910.0,479.0,519.0,3000.0
A (12772),1920,1080,2073600,3,806.0,854.0,513.0,529.0,768.0
A (12781),1920,1080,2073600,3,808.0,847.0,508.0,532.0,936.0
A (12781),1920,1080,2073600,1,832.0,916.0,483.0,519.0,3024.0
A (12782),1920,1080,2073600,1,832.0,916.0,485.0,519.0,2856.0
A (12782),1920,1080,2073600,3,810.0,851.0,511.0,528.0,697.0
A (12783),1920,1080,2073600,3,808.0,856.0,515.0,530.0,720.0
A (12783),1920,1080,2073600,1,834.0,917.0,480.0,522.0,3486.0
A (12785),1920,1080,2073600,1,828.0,914.0,480.0,528.0,4128.0
A (12786),1920,1080,2073600,1,834.0,919.0,482.0,519.0,3145.0
A (13284),1920,1080,2073600,0,986.0,1012.0,800.0,822.0,572.0
A (13299),1920,1080,2073600,0,986.0,1010.0,800.0,828.0,672.0
A (13356),1920,1080,2073600,0,984.0,1012.0,789.0,813.0,672.0
A (1341),1280,720,921600,4,10.0,105.0,611.0,695.0,7980.0
A (1341),1280,720,921600,1,40.0,134.0,585.0,664.0,7426.0
A (1385),1280,720,921600,7,220.0,349.0,545.0,655.0,14190.0
A (1385),1280,720,921600,4,136.0,396.0,506.0,696.0,49400.0
A (1392),1280,720,921600,2,209.0,299.0,418.0,573.0,13950.0
A (1392),1280,720,921600,1,75.0,175.0,564.0,702.0,13800.0
A (1392),1280,720,921600,7,158.0,297.0,600.0,708.0,15012.0
A (1394),1280,720,921600,0,297.0,321.0,533.0,548.0,360.0
A (1394),1280,720,921600,0,331.0,341.0,544.0,554.0,100.0
A (1400),1280,720,921600,2,210.0,281.0,448.0,557.0,7739.0
A (1400),1280,720,921600,0,217.0,256.0,557.0,591.0,1326.0
A (14611),1920,1080,2073600,0,530.0,545.0,767.0,789.0,330.0
A (14663),1920,1080,2073600,1,1580.0,1600.0,619.0,644.0,500.0
A (14771),2688,1520,4085760,0,244.0,287.0,1230.0,1259.0,1247.0
A (14802),2688,1520,4085760,0,160.0,194.0,1177.0,1209.0,1088.0
A (14802),2688,1520,4085760,0,171.0,194.0,1256.0,1290.0,782.0
A (14802),2688,1520,4085760,0,210.0,242.0,1106.0,1130.0,768.0
A (14810),2688,1520,4085760,0,176.0,197.0,1259.0,1285.0,546.0
A (14810),2688,1520,4085760,0,168.0,197.0,1177.0,1203.0,754.0
A (14810),2688,1520,4085760,0,242.0,268.0,1114.0,1145.0,806.0
A (14812),2688,1520,4085760,0,158.0,187.0,1177.0,1206.0,841.0
A (14812),2688,1520,4085760,0,244.0,268.0,1114.0,1140.0,624.0
A (14812),2688,1520,4085760,0,173.0,197.0,1259.0,1282.0,552.0
A (14813),2688,1520,4085760,0,179.0,189.0,1259.0,1285.0,260.0
A (14813),2688,1520,4085760,0,294.0,339.0,1104.0,1129.0,1125.0
A (14813),2688,1520,4085760,0,141.0,163.0,1192.0,1214.0,484.0
A (14814),2688,1520,4085760,0,297.0,342.0,1098.0,1127.0,1305.0
A (14814),2688,1520,4085760,0,139.0,160.0,1190.0,1214.0,504.0
A (14814),2688,1520,4085760,0,176.0,197.0,1256.0,1290.0,714.0
A (14815),2688,1520,4085760,0,142.0,171.0,1193.0,1224.0,899.0
A (14815),2688,1520,4085760,0,179.0,200.0,1261.0,1290.0,609.0
A (14815),2688,1520,4085760,0,302.0,339.0,1101.0,1130.0,1073.0
A (14816),2688,1520,4085760,0,302.0,342.0,1103.0,1122.0,760.0
A (14816),2688,1520,4085760,0,139.0,189.0,1190.0,1224.0,1700.0
A (14816),2688,1520,4085760,0,173.0,197.0,1264.0,1288.0,576.0
A (14818),2688,1520,4085760,0,305.0,342.0,1101.0,1127.0,962.0
A (14818),2688,1520,4085760,0,144.0,179.0,1188.0,1219.0,1085.0
A (14818),2688,1520,4085760,0,179.0,200.0,1261.0,1290.0,609.0
A (14819),2688,1520,4085760,0,139.0,176.0,1185.0,1219.0,1258.0
A (14819),2688,1520,4085760,0,302.0,339.0,1101.0,1130.0,1073.0
A (14819),2688,1520,4085760,0,176.0,200.0,1259.0,1288.0,696.0
A (14822),2688,1520,4085760,0,139.0,163.0,1182.0,1217.0,840.0
A (14822),2688,1520,4085760,0,181.0,200.0,1261.0,1290.0,551.0
A (14822),2688,1520,4085760,0,297.0,342.0,1101.0,1130.0,1305.0
A (14824),2688,1520,4085760,0,142.0,168.0,1190.0,1214.0,624.0
A (14824),2688,1520,4085760,0,302.0,339.0,1106.0,1127.0,777.0
A (14824),2688,1520,4085760,0,179.0,197.0,1269.0,1280.0,198.0
A (14825),2688,1520,4085760,0,147.0,168.0,1188.0,1211.0,483.0
A (14825),2688,1520,4085760,0,305.0,337.0,1098.0,1127.0,928.0
A (14825),2688,1520,4085760,0,176.0,197.0,1261.0,1288.0,567.0
A (14826),2688,1520,4085760,0,302.0,337.0,1098.0,1122.0,840.0
A (14826),2688,1520,4085760,0,142.0,168.0,1190.0,1219.0,754.0
A (14826),2688,1520,4085760,0,173.0,194.0,1256.0,1285.0,609.0
A (14827),2688,1520,4085760,0,147.0,173.0,1190.0,1214.0,624.0
A (14827),2688,1520,4085760,0,300.0,331.0,1095.0,1122.0,837.0
A (14827),2688,1520,4085760,0,181.0,200.0,1259.0,1293.0,646.0
A (14828),2688,1520,4085760,0,176.0,197.0,1259.0,1285.0,546.0
A (14829),2688,1520,4085760,0,176.0,197.0,1259.0,1285.0,546.0
A (14831),2688,1520,4085760,0,176.0,194.0,1259.0,1290.0,558.0
A (14831),2688,1520,4085760,0,142.0,165.0,1188.0,1211.0,529.0
A (14836),2688,1520,4085760,0,139.0,160.0,1190.0,1214.0,504.0
A (14836),2688,1520,4085760,0,179.0,197.0,1253.0,1288.0,630.0
A (14837),2688,1520,4085760,0,139.0,158.0,1190.0,1214.0,456.0
A (14837),2688,1520,4085760,0,176.0,202.0,1256.0,1288.0,832.0
A (14840),2688,1520,4085760,0,137.0,158.0,1195.0,1219.0,504.0
A (14840),2688,1520,4085760,0,176.0,200.0,1259.0,1288.0,696.0
A (14841),2688,1520,4085760,0,137.0,158.0,1188.0,1217.0,609.0
A (14841),2688,1520,4085760,0,168.0,197.0,1259.0,1290.0,899.0
A (14843),2688,1520,4085760,0,142.0,160.0,1188.0,1211.0,414.0
A (14843),2688,1520,4085760,0,171.0,200.0,1261.0,1288.0,783.0
A (14845),2688,1520,4085760,0,137.0,158.0,1190.0,1217.0,567.0
A (14845),2688,1520,4085760,0,179.0,197.0,1256.0,1290.0,612.0
A (14846),2688,1520,4085760,0,139.0,160.0,1193.0,1209.0,336.0
A (14846),2688,1520,4085760,0,181.0,200.0,1261.0,1285.0,456.0
A (14851),2688,1520,4085760,0,139.0,160.0,1188.0,1219.0,651.0
A (14851),2688,1520,4085760,0,176.0,197.0,1261.0,1285.0,504.0
A (14853),2688,1520,4085760,0,134.0,160.0,1188.0,1214.0,676.0
A (14853),2688,1520,4085760,0,176.0,200.0,1256.0,1288.0,768.0
A (14855),2688,1520,4085760,0,139.0,160.0,1193.0,1211.0,378.0
A (14855),2688,1520,4085760,0,173.0,194.0,1261.0,1288.0,567.0
